outer_test_subject,top_k,transition_weight,n1_emission_boost,mean_macro_f1,mean_n1_f1,mean_min_class_f1,mean_balanced_accuracy,std_macro_f1,selected
SC405,20,1.0,1.2,0.6397450873558872,0.3034648966900333,0.3034648966900333,0.6676997840388497,0.11674505736631798,False
SC405,20,1.0,1.35,0.6396694794880784,0.3250469705610036,0.3250469705610036,0.6690201426163032,0.1197440005134143,False
SC405,15,0.75,1.2,0.6394230864984587,0.32030720132244334,0.32030720132244334,0.6618440853427687,0.11092220626562316,False
SC405,20,0.5,1.1,0.6393853877155815,0.3370569566845868,0.3370569566845868,0.6652838885195083,0.10762359622311636,False
SC405,15,0.5,1.35,0.639371850736933,0.36023379397673844,0.3594158281157926,0.6649976554936584,0.0977948206391926,False
SC405,20,1.0,1.75,0.6386102930488098,0.36377379316361413,0.3243371734453042,0.6698317541737592,0.11500143245512015,False
SC405,20,0.75,1.2,0.6385837556873829,0.32535973151305797,0.32535973151305797,0.6637250578292582,0.10720807845910942,False
SC405,0,0.5,1.0,0.6384109949824913,0.31396407449975133,0.31396407449975133,0.6631653059628813,0.10162940336323278,False
SC405,5,0.75,1.0,0.6382305073776819,0.29679439683675557,0.29679439683675557,0.6633400971576121,0.09992310465822374,False
SC405,20,0.75,1.1,0.6381339776013264,0.3148177504663413,0.3148177504663413,0.6626133655168683,0.10536653547409157,False
SC405,20,0.5,1.0,0.6379112131218644,0.317892025099704,0.317892025099704,0.6623914787079425,0.10587556259193914,False
SC405,10,1.0,1.5,0.6372354907104859,0.33427485428361925,0.2949684959021164,0.6653743291108853,0.11128478352840733,False
SC405,20,1.0,1.1,0.6372012792829247,0.2683224005159389,0.2683224005159389,0.6647958195086405,0.10948245895830865,False
SC405,5,1.0,1.2,0.6370931835784595,0.29529638690949594,0.29529638690949594,0.6589541382157117,0.10893653808126814,False
SC405,20,0.5,1.75,0.637000697501026,0.39543226575097074,0.35919400284017267,0.6674648992978673,0.10076397865270942,False
SC405,0,1.0,1.35,0.6368009995196985,0.34572788804244337,0.34498466990792087,0.6583930513504532,0.10071328979556236,False
SC405,15,0.75,1.0,0.6366051743940998,0.2824125279681797,0.2824125279681797,0.6589167122838957,0.11187496298281073,False
SC405,5,0.5,1.0,0.636441557217678,0.31606282196866753,0.31606282196866753,0.6632518274791709,0.10142955060762393,False
SC405,5,0.75,1.1,0.6363608202115919,0.3003046058099698,0.3003046058099698,0.6621897733269633,0.09984226695793338,False
SC405,5,1.0,1.1,0.6363594554328537,0.2826886975531775,0.2826886975531775,0.6582738627414839,0.10871407019959671,False
SC405,5,1.0,1.5,0.6363525855906558,0.35129331826195703,0.31210023468847,0.6613316281493672,0.11599158235519466,False
SC405,5,0.25,1.75,0.6363460321801939,0.4100666223772841,0.3738417259376637,0.6698832669454479,0.08843643866298402,False
SC405,15,0.25,1.75,0.6361863033344928,0.40895318339537406,0.37396212793920236,0.6691889201168034,0.08922112440833388,False
SC405,20,1.0,1.0,0.6360727952247791,0.24660469263297663,0.24660469263297663,0.662852414421616,0.11046115790115346,False
SC405,10,0.5,1.75,0.6356550913980112,0.3851204481514948,0.3510321852406967,0.6645742695404449,0.09915686264676715,False
SC405,5,0.75,1.2,0.6354765613432001,0.30540239600511754,0.30540239600511754,0.6617030000402263,0.10222800533020399,False
SC405,15,0.5,1.75,0.6353935560353358,0.39256842265244696,0.3562340493547696,0.665964929100802,0.09814934816523793,False
SC405,20,0.75,1.0,0.6352933848767115,0.28607768913052245,0.28607768913052245,0.6603360838803835,0.10034523263751657,False
SC405,15,0.75,1.35,0.6351296286883753,0.34383072037973356,0.34383072037973356,0.6573241801055361,0.09729524487671665,False
SC405,15,1.0,1.2,0.634679702262216,0.30024394180973435,0.30024394180973435,0.6569643462534664,0.10977796303698609,False
SC405,0,0.75,1.1,0.6343683656360051,0.3094966866152267,0.3094966866152267,0.6598800597926886,0.10062134165195176,False
SC405,5,0.5,1.75,0.6343572315040472,0.39280024648188405,0.35875354201264437,0.6629833218321046,0.10607844397429644,False
SC405,15,1.0,1.35,0.6340005482680742,0.3323834489962196,0.32988079788275193,0.6567992540886938,0.11233184925322483,False
SC405,15,0.75,1.1,0.6339667588505508,0.30376596483913565,0.30376596483913565,0.6579163827390487,0.11040895500488265,False
SC405,15,1.0,1.1,0.6332259224336052,0.28022465635620847,0.28022465635620847,0.6561853757187492,0.11032347176471229,False
SC405,15,1.0,1.0,0.6331340862903415,0.2663957834624591,0.2663957834624591,0.6554945768681852,0.11241468752536177,False
SC405,5,1.0,1.75,0.6326510345432526,0.3580854657800572,0.31922832292291436,0.6567919185564002,0.10301084713558746,False
SC405,5,1.0,1.0,0.6326325151401427,0.2697108332977924,0.2697108332977924,0.6553012009276274,0.10536918548903725,False
SC405,15,1.0,1.5,0.6320010178518393,0.33450280972510216,0.33090296830842447,0.6545603659160817,0.09839143407363178,False
SC405,0,0.75,1.75,0.6315987303597792,0.3661230808771408,0.33273332630950997,0.6591914039647869,0.11427809542154756,False
SC405,0,0.25,1.75,0.6311120172156861,0.39272697719088356,0.36081284481163495,0.6623184544888072,0.09022402601328725,False
SC405,0,0.75,1.0,0.6309858911091193,0.2952670662841985,0.2952670662841985,0.6574156587445866,0.09955348911984718,False
SC405,15,0.75,1.75,0.6309511833852519,0.38795160580275423,0.3477399655911141,0.6572738938114784,0.1006009360435005,False
SC405,10,0.25,1.75,0.6292654175574068,0.3895930942759733,0.35209204364139,0.6602501057004273,0.08570594077316432,False
SC405,0,1.0,1.2,0.6291575858560621,0.30160422858000124,0.30160422858000124,0.6503494939007812,0.09428025260902137,False
SC405,0,0.5,1.75,0.6289015837007755,0.3822097568790389,0.34724513423752945,0.6578407430361544,0.0960731869863856,False
SC405,20,0.25,1.75,0.6278432073154844,0.3918136464013132,0.35718167265541545,0.6610127165664782,0.085083763496942,False
SC405,15,0.75,1.5,0.6271289012569431,0.3511358894183616,0.3206041482466939,0.6526983080167611,0.10948468928127579,False
SC405,0,1.0,1.1,0.6248148726049109,0.284644756347285,0.284644756347285,0.6469893444457531,0.09453063630289286,False
SC405,0,1.0,1.0,0.6247990427810156,0.2731158889130656,0.2731158889130656,0.6468087109529262,0.09483947432817642,False
SC405,0,1.0,1.75,0.6247646423170183,0.3530337213549825,0.3157003880216491,0.6486298961790878,0.11046010505503329,False
SC405,15,1.0,1.75,0.6216259403665468,0.3421957556946948,0.30476260061448085,0.648275355893649,0.10269109050407214,False
